Id,CodeArticle,CodeBarre,Libelle,CodeDim1,LibelleDim1,CodeDim2,LibelleDim2,Fournisseur,FamilleNiv1,FamilleNiv2,FamilleNiv3,FamilleNiv4,FamilleNiv5,FamilleNiv6,FamilleNiv7,FamilleNiv8,Quantite_Achat,DateLibre,Prix_Vente_TND,Prix_Achat_TND,IdCategorie
504,ART000504,0388621750802,Apple Yaourt service,DIM1-38,employee,DIM2-86,exiger,SOTUMAG,Sport & Loisirs,send,après,politics,île,faveur,indiquer,grand,13,2023-01-28,398.85,278.17,CAT038
505,ART000505,8167784816523,Bosch Cahier environmental,DIM1-17,whom,DIM2-86,every,Orange Tunisie,Cosmétiques,late,quelqu'un,race,rise,pitié,parmi,aider,37,2023-07-07,1240.93,823.43,CAT013
506,ART000506,2878848699964,Bosch Pantalon verser,DIM1-79,grandir,DIM2-85,medical,Carrefour Tunisie,Maroquinerie,planche,fils,responsibility,examiner,early,cela,see,20,2023-05-16,1133.28,863.04,CAT024
507,ART000507,2383972833912,LG T-shirt ciel,DIM1-1,all,DIM2-41,wife,Orange Tunisie,Maison & Jardin,reste,depuis,vrai,demain,commencement,coin,différent,92,2023-05-17,1480.93,970.51,CAT028
508,ART000508,0186766100892,LG Sac senior,DIM1-87,campaign,DIM2-94,refuser,Géant,Jouets,garde,main,style,franchir,épais,without,rate,60,2024-05-12,893.49,590.68,CAT050
509,ART000509,9807468235460,Apple Yaourt there,DIM1-23,armée,DIM2-83,douleur,Arab Tunisian Bank,Hygiène,passé,whole,accent,technology,yet,situation,left,36,2023-09-15,1718.13,1337.15,CAT009
510,ART000510,0666641106541,Philips Table volonté,DIM1-94,voie,DIM2-81,force,SOTUMAG,Hygiène,parce que,black,positive,sport,analysis,lueur,observer,3,2024-03-01,1699.93,1030.56,CAT041
511,ART000511,4826899962696,L'Oréal Pain still,DIM1-52,quartier,DIM2-99,rapporter,Amen Bank,Électroménager,open,peuple,station,long,lutter,couple,long,5,2024-03-18,1105.43,860.91,CAT035
512,ART000512,6093201265785,Nike Yaourt marchand,DIM1-84,goutte,DIM2-100,remettre,Leoni AG,Santé,réussir,world,bonheur,herself,Mrs,buy,message,51,2023-08-14,450.5,323.42,CAT050
513,ART000513,2746921188240,LG Stylo seulement,DIM1-60,yard,DIM2-65,on,BIAT,Hygiène,cost,cou,good,parfois,voix,set,exactly,51,2023-03-23,730.91,535.42,CAT001
514,ART000514,4570568209222,Nivea Fromage model,DIM1-22,vous,DIM2-97,autant,BIAT,Vêtements,sous,discuss,it,argue,Congress,contenter,throw,58,2023-05-18,322.65,254.81,CAT037
515,ART000515,8954001788226,Coca-Cola Jus series,DIM1-19,effect,DIM2-95,continuer,Attijari Bank,Santé,baby,year,according,attorney,large,cependant,revoir,6,2023-01-01,441.54,285.39,CAT032
516,ART000516,7115261053702,Bosch Livre douter,DIM1-30,après,DIM2-6,avoid,Tunisie Telecom,Bijouterie,personal,response,accompagner,establish,présence,or,say,47,2023-06-26,779.25,604.94,CAT030
517,ART000517,9876989365291,Nivea Ordinateur family,DIM1-42,space,DIM2-14,naître,BIAT,Sport & Loisirs,songer,pied,habitude,égal,armer,go,cruel,95,2024-08-24,530.32,378.67,CAT035
518,ART000518,3217435748354,Nivea Chaussures nom,DIM1-49,monsieur,DIM2-47,offer,Amen Bank,Hygiène,American,line,saisir,étroit,word,réflexion,cost,67,2024-09-13,506.91,356.5,CAT015
519,ART000519,6462805507742,Coca-Cola Sac mériter,DIM1-45,list,DIM2-63,he,Attijari Bank,Parfumerie,long,collection,respect,admettre,rassurer,week,both,1,2024-01-19,1006.16,692.22,CAT009
520,ART000520,0913111786193,Apple Lampe couler,DIM1-66,support,DIM2-83,sea,Monoprix,Électroménager,rest,arm,demain,montagne,wide,herbe,say,20,2024-06-14,377.88,272.23,CAT024
521,ART000521,0122759500263,Nivea Réfrigérateur but,DIM1-30,bring,DIM2-54,difficult,Géant,Cosmétiques,jour,less,almost,fear,position,pain,conduire,62,2024-04-07,1352.08,868.23,CAT031
522,ART000522,5950310064931,Nivea Chaise spring,DIM1-53,droite,DIM2-3,absolument,Orange Tunisie,Boissons,happen,approcher,obéir,presque,attack,recherche,produce,17,2023-06-21,1149.11,720.43,CAT011
523,ART000523,9928553595204,Samsung Shampoing important,DIM1-74,arbre,DIM2-19,morceau,Délice Danone,Électronique,over,tache,mille,yes,bord,series,me,34,2023-02-04,1845.28,1460.81,CAT034
524,ART000524,7842339449531,L'Oréal Fromage absolu,DIM1-82,military,DIM2-3,huge,Carrefour Tunisie,Hygiène,intelligence,across,debout,them,bonheur,difference,form,28,2023-04-11,901.16,697.01,CAT031
525,ART000525,2417842902924,Sony Chaise encore,DIM1-53,give,DIM2-77,blanc,Leoni AG,Maroquinerie,appuyer,table,those,leur,accord,Mrs,eight,99,2023-04-28,367.86,258.3,CAT043
526,ART000526,1667329045755,Danone Chaise game,DIM1-88,ce,DIM2-44,sauver,Modern Leasing,Parfumerie,forget,midi,entraîner,noir,acte,passer,health,76,2023-03-02,142.34,96.38,CAT025
527,ART000527,7709207115236,Samsung Réfrigérateur détruire,DIM1-26,occuper,DIM2-67,champ,BIAT,Informatique,bien,what,public,several,vendre,others,offrir,20,2024-08-23,1212.99,843.24,CAT012
528,ART000528,8638558819595,L'Oréal Fromage road,DIM1-5,computer,DIM2-69,marcher,BIAT,Cosmétiques,volonté,jamais,plan,bien,politics,prêter,way,12,2024-09-16,967.07,754.7,CAT009
529,ART000529,5401822720025,Coca-Cola Yaourt situation,DIM1-1,not,DIM2-100,sorte,UTIC,Bijouterie,content,banc,behavior,family,family,connaître,besoin,54,2023-10-07,743.9,550.14,CAT003
530,ART000530,0202030423228,Sony T-shirt modern,DIM1-62,to,DIM2-99,vieux,Senia,Santé,état,serious,assister,près,neuf,various,montrer,76,2023-11-04,1610.22,1235.74,CAT049
531,ART000531,0059377756911,Apple Pain conscience,DIM1-55,valeur,DIM2-18,tendre,Monoprix,Jouets,secret,ne,personne,human,d'autres,combien,falloir,99,2024-10-16,468.86,307.88,CAT006
532,ART000532,1966229131675,IKEA Yaourt premier,DIM1-33,lourd,DIM2-25,onto,Groupe Poulina,Alimentation,thought,thought,magazine,mariage,visible,wonder,caractère,74,2023-10-09,1047.47,629.99,CAT034
533,ART000533,0494440766341,Sony Eau enfin,DIM1-89,guy,DIM2-41,goutte,UTIC,Santé,computer,customer,demande,center,us,ceci,choice,14,2023-06-18,313.78,225.0,CAT042
534,ART000534,2585421880878,Coca-Cola Livre sommet,DIM1-69,choose,DIM2-55,haine,Amen Bank,Santé,toi,everyone,drame,support,construire,your,culture,79,2024-06-01,554.74,376.94,CAT044
535,ART000535,5833343031159,IKEA Table into,DIM1-71,maintenir,DIM2-72,hope,Attijari Bank,Électronique,start,whom,money,style,interest,seven,your,48,2023-10-08,1120.39,729.1,CAT031
536,ART000536,6597466986169,L'Oréal Stylo fonction,DIM1-45,but,DIM2-100,jeune,Senia,Vêtements,hope,raconter,réveiller,wish,movie,je,mine,85,2023-09-08,242.58,167.21,CAT015
537,ART000537,9664721307421,LG Café lui,DIM1-13,fauteuil,DIM2-28,matière,BIAT,Bébé & Enfant,fou,traîner,rather,étonner,naturellement,glisser,various,44,2023-06-15,1602.7,1185.05,CAT040
538,ART000538,7963731008178,Samsung Café wide,DIM1-21,coucher,DIM2-50,ça,Groupe Poulina,Hygiène,show,best,friend,éclater,team,single,oeuvre,19,2023-07-21,945.98,649.96,CAT039
539,ART000539,7017320865236,Philips Télévision maintain,DIM1-29,cause,DIM2-48,instead,SOTUMAG,Parfumerie,investment,donner,about,flot,tandis que,soulever,teacher,5,2024-09-23,1450.37,1048.32,CAT026
540,ART000540,8105580002726,Philips Shampoing beaux,DIM1-92,cultural,DIM2-77,major,Délice Danone,Électronique,commander,agreement,dream,émotion,newspaper,pour,armée,82,2023-04-05,991.26,634.74,CAT001
541,ART000541,6955286209293,Nestlé Jus step,DIM1-67,jeunesse,DIM2-37,maintenant,Tunisie Telecom,Boissons,their,envoyer,demander,supposer,dream,public,abattre,77,2023-10-10,1023.54,661.55,CAT045
542,ART000542,3532366185079,Nivea Chaise benefit,DIM1-5,relation,DIM2-47,answer,Orange Tunisie,Alimentation,même,store,présenter,doux,American,agiter,capital,21,2023-11-04,178.25,134.75,CAT018
543,ART000543,5838821764840,Nivea Sac mean,DIM1-51,il,DIM2-52,some,Amen Bank,Électroménager,catch,école,verser,coucher,vraiment,spectacle,seuil,67,2023-07-17,35.66,21.89,CAT046
544,ART000544,5892225606298,Adidas Télévision development,DIM1-37,reality,DIM2-93,même,STB,Maroquinerie,succès,treatment,bête,quelqu'un,fier,return,fact,45,2024-10-04,698.21,450.53,CAT018
545,ART000545,0753841852016,Nike Table matin,DIM1-52,mode,DIM2-74,prêter,Groupe Poulina,Sport & Loisirs,record,drop,realize,imagine,haut,street,answer,23,2023-09-05,817.23,581.64,CAT007
546,ART000546,9121516411959,Philips Shampoing later,DIM1-44,adult,DIM2-15,rien,BIAT,Sport & Loisirs,person,sans,little,help,barbe,suggest,contraire,69,2023-07-16,1627.23,1057.75,CAT037
547,ART000547,6201971212414,IKEA Pantalon réussir,DIM1-73,observer,DIM2-62,maintain,Orange Tunisie,Librairie,into,ressembler,dinner,défendre,military,during,semblable,100,2023-04-13,920.4,717.27,CAT030
548,ART000548,6075988978652,Nike Smartphone suivant,DIM1-15,sourire,DIM2-34,degree,SOTUMAG,Bébé & Enfant,sens,source,get,cup,printemps,court,complet,82,2023-02-05,1578.37,1160.71,CAT015
549,ART000549,1915057644970,Nestlé Lampe media,DIM1-41,voyager,DIM2-53,abattre,Aziza,Bijouterie,nom,individual,for,model,finish,personal,wind,69,2024-11-18,24.4,15.85,CAT017
550,ART000550,6365604500634,IKEA Télévision forward,DIM1-87,peser,DIM2-96,arriver,Géant,Hygiène,expert,practice,pendre,bar,subir,certain,dog,71,2023-06-09,1863.14,1234.84,CAT031
551,ART000551,5970255128277,L'Oréal Table represent,DIM1-35,nu,DIM2-24,easy,Tunisie Telecom,Jouets,haute,whom,population,happy,job,end,give,95,2024-11-10,403.33,261.52,CAT048
552,ART000552,3441491699934,Sony Livre voisin,DIM1-30,fact,DIM2-26,feel,Orange Tunisie,Parfumerie,révolution,understand,everything,qualité,cours,auprès,month,46,2023-04-10,316.21,197.31,CAT007
553,ART000553,3988941321095,Nivea Télévision carry,DIM1-85,vert,DIM2-64,claire,Arab Tunisian Bank,Alimentation,sort,plan,fish,data,professor,hospital,marriage,98,2024-10-29,1714.89,1319.78,CAT003
554,ART000554,0300449646129,L'Oréal Sac reste,DIM1-41,apparaître,DIM2-64,leur,Amen Bank,Sport & Loisirs,continuer,drôle,goal,treatment,newspaper,customer,pass,63,2024-05-02,369.83,289.65,CAT049
555,ART000555,0861993145846,IKEA Livre face,DIM1-29,industry,DIM2-97,do,Amen Bank,Vêtements,bon,recevoir,anything,gauche,disposer,coach,arbre,7,2023-06-01,1053.84,733.12,CAT028
556,ART000556,7424631043794,Samsung Yaourt mother,DIM1-65,station,DIM2-45,après,Senia,Électronique,see,retomber,I,croix,tantôt,left,attack,59,2023-07-24,1953.13,1374.3,CAT045
557,ART000557,0435023850224,Danone Cahier knowledge,DIM1-2,ground,DIM2-2,parent,Tunisie Telecom,Bébé & Enfant,show,doute,considérer,son,admettre,ailleurs,inconnu,75,2024-03-21,205.99,148.84,CAT024
558,ART000558,3303033467718,LG Livre travail,DIM1-71,step,DIM2-34,his,Orange Tunisie,Sport & Loisirs,ordre,change,poor,social,enjoy,dernier,quality,61,2023-06-13,1917.26,1290.67,CAT022
559,ART000559,1239847230342,IKEA Parfum aucun,DIM1-27,rare,DIM2-54,low,Aziza,Santé,rompre,centre,series,découvrir,fuir,maintenant,ou,52,2024-12-12,562.86,402.04,CAT012
560,ART000560,8717754619922,Nivea Pain apply,DIM1-30,here,DIM2-13,ramener,Monoprix,Maison & Jardin,class,professional,jamais,détacher,heureux,route,image,72,2024-08-11,867.28,554.38,CAT025
561,ART000561,4823733791214,LG Thé caresser,DIM1-61,aujourd'hui,DIM2-2,quelque,One Tech Group,Informatique,must,épaule,rise,surface,transformer,partout,poésie,64,2024-06-22,273.27,192.22,CAT041
562,ART000562,3925199945291,Bosch Thé simple,DIM1-63,poste,DIM2-39,depuis,Monoprix,Chaussures,couler,young,smile,enjoy,rentrer,court,ami,73,2024-10-27,100.18,73.94,CAT007
563,ART000563,2216265496337,Sony Ordinateur vêtir,DIM1-33,droit,DIM2-61,financial,Yazaki Tunisia,Téléphonie,level,grand,movie,actually,majority,dehors,mais,96,2024-08-17,672.64,452.06,CAT024
564,ART000564,1953774926634,Nestlé Yaourt secours,DIM1-33,join,DIM2-45,fenêtre,Groupe Poulina,Informatique,parti,matter,study,de,our,ainsi,be,16,2023-09-29,705.43,559.14,CAT044
565,ART000565,2920592294114,L'Oréal Table window,DIM1-74,discover,DIM2-84,crise,STB,Électronique,four,early,election,relate,tandis que,consider,red,100,2023-02-03,572.79,420.79,CAT021
566,ART000566,6154980851337,Nestlé Parfum énergie,DIM1-95,attendre,DIM2-58,painting,SOTUMAG,Bébé & Enfant,voilà,beau,désigner,cerveau,briser,so,much,79,2024-07-06,576.61,456.28,CAT041
567,ART000567,8268687640199,Nivea Chaise quelque,DIM1-44,everybody,DIM2-54,même,Arab Tunisian Bank,Maroquinerie,focus,trésor,attaquer,cost,letter,election,near,52,2024-08-25,1698.56,1046.01,CAT005
568,ART000568,6464196234214,Sony Cahier oncle,DIM1-41,dessiner,DIM2-41,docteur,Carrefour Tunisie,Sport & Loisirs,ainsi,road,au,common,night,ciel,significant,78,2024-12-29,1291.07,1003.86,CAT018
569,ART000569,1797269999495,Danone Sac tendre,DIM1-76,problème,DIM2-67,chose,Modern Leasing,Informatique,aventure,odeur,it,véritable,voisin,bataille,journée,22,2024-08-03,371.85,232.41,CAT002
570,ART000570,8538631050528,Nivea Lampe election,DIM1-33,rejeter,DIM2-96,lettre,SOTUMAG,Électroménager,neuf,tomber,bande,information,common,something,worker,22,2024-10-28,797.11,488.44,CAT007
571,ART000571,2838963376188,Adidas Parfum prove,DIM1-7,sourire,DIM2-4,cost,Senia,Bijouterie,look,étonner,old,standard,abandonner,discuter,tout,98,2023-06-06,1992.05,1299.79,CAT007
572,ART000572,9218835279183,Apple Machine à laver gas,DIM1-84,montagne,DIM2-50,mind,Carrefour Tunisie,Maison & Jardin,beyond,non,that,accorder,terrain,end,sombre,32,2023-12-29,1476.5,1070.9,CAT029
573,ART000573,6178159698387,Adidas Machine à laver hard,DIM1-22,could,DIM2-4,cri,Délice Danone,Santé,however,safe,none,south,signe,paper,conversation,42,2023-12-15,1729.16,1374.68,CAT030
574,ART000574,4989925539467,Philips Yaourt papa,DIM1-71,various,DIM2-57,rocher,Leoni AG,Chaussures,papier,product,character,land,at,painting,memory,23,2024-03-12,1183.71,859.62,CAT030
575,ART000575,8974748599466,L'Oréal Eau bag,DIM1-56,seul,DIM2-68,budget,STB,Automobiles,maintain,franchir,natural,design,significant,marché,standard,45,2023-07-26,965.9,734.99,CAT015
576,ART000576,5092860521028,Philips Pantalon chair,DIM1-47,among,DIM2-53,instead,Monoprix,Vêtements,on,ajouter,feuille,her,encore,rendre,toute,39,2023-09-14,26.06,19.89,CAT034
577,ART000577,4883997418562,Bosch Machine à laver ah,DIM1-37,parce que,DIM2-61,whole,STB,Alimentation,aujourd'hui,effort,un,service,soon,blue,quite,89,2023-01-14,1844.57,1282.74,CAT049
578,ART000578,6418493784675,Nestlé Smartphone préparer,DIM1-56,white,DIM2-38,terminer,Arab Tunisian Bank,Maison & Jardin,quelque,color,unit,apprendre,sourire,nuit,view,1,2023-02-06,1098.68,749.68,CAT013
579,ART000579,4444299067454,IKEA Yaourt operation,DIM1-51,tell,DIM2-32,community,One Tech Group,Bébé & Enfant,yard,malgré,comprendre,idée,popular,turn,certain,49,2024-12-25,445.08,304.63,CAT006
580,ART000580,2221905334702,Adidas Lampe moment,DIM1-98,media,DIM2-79,floor,Monoprix,Automobiles,reveal,hotel,selon,general,chaîne,quoi,haut,84,2024-01-15,1487.14,1015.09,CAT018
581,ART000581,2455312900360,LG Télévision toile,DIM1-18,cependant,DIM2-38,peuple,Yazaki Tunisia,Téléphonie,supposer,souvenir,miss,nouveau,north,soin,only,80,2024-07-07,908.27,658.09,CAT045
582,ART000582,8522942525165,Bosch Table prendre,DIM1-3,middle,DIM2-20,possible,Délice Danone,Chaussures,parent,avant,whom,que,loi,place,exprimer,3,2023-12-19,375.95,246.78,CAT007
583,ART000583,4735352478417,Danone Machine à laver by,DIM1-57,partner,DIM2-94,scientist,Groupe Poulina,Maison & Jardin,decision,figure,arrière,during,Mrs,endroit,complet,12,2023-11-24,305.61,196.64,CAT032
584,ART000584,1338926087881,Philips T-shirt renoncer,DIM1-64,le,DIM2-48,plante,Modern Leasing,Boissons,debate,fortune,create,return,haut,comment,role,43,2023-11-14,165.05,130.44,CAT049
585,ART000585,3537801891560,Philips Ordinateur cup,DIM1-100,family,DIM2-51,model,SOTUMAG,Chaussures,planche,situation,worker,sauter,per,habiter,école,61,2023-04-17,367.3,280.42,CAT017
586,ART000586,6645099990012,Apple Smartphone queue,DIM1-99,media,DIM2-92,rire,Orange Tunisie,Bébé & Enfant,quelqu'un,valeur,common,voilà,rare,record,west,99,2023-05-13,1950.07,1457.72,CAT016
587,ART000587,6488499795722,Sony Ordinateur than,DIM1-59,get,DIM2-95,somebody,Yazaki Tunisia,Bijouterie,promettre,sauter,dessiner,bois,skill,side,contre,86,2024-02-15,1964.32,1331.46,CAT031
588,ART000588,9717059844516,Bosch Stylo study,DIM1-21,nouveau,DIM2-81,soon,Délice Danone,Chaussures,puis,necessary,campagne,émotion,école,soldier,time,67,2024-08-25,248.67,180.96,CAT031
589,ART000589,9397814590096,Bosch Table chef,DIM1-7,management,DIM2-86,lutte,Tunisie Telecom,Cosmétiques,choose,window,pay,en,behind,size,pendre,31,2024-08-20,1267.65,764.41,CAT021
590,ART000590,3260119391032,L'Oréal Livre revenir,DIM1-16,food,DIM2-51,tant,Orange Tunisie,Alimentation,happy,étaler,and,vers,the,prendre,attaquer,6,2023-09-12,1164.25,809.22,CAT045
591,ART000591,2437361587365,LG Fromage challenge,DIM1-48,bar,DIM2-99,vers,SOTUMAG,Maison & Jardin,Mr,out,éclater,effort,voilà,soudain,off,21,2024-11-09,1002.34,725.42,CAT044
592,ART000592,1547315663975,Samsung Eau lèvre,DIM1-8,strategy,DIM2-46,chanter,Leoni AG,Chaussures,fill,mer,tomber,prétendre,petit,court,ahead,14,2024-02-28,256.03,169.84,CAT015
593,ART000593,6605342816445,Nestlé Yaourt voile,DIM1-83,ball,DIM2-97,chaud,Aziza,Téléphonie,game,intention,it,and,capital,discours,content,94,2023-06-16,389.97,263.45,CAT045
594,ART000594,4276362814449,LG Thé business,DIM1-33,satisfaire,DIM2-6,study,Attijari Bank,Téléphonie,amour,paper,nez,interest,run,retour,depuis,72,2024-12-29,592.96,413.9,CAT045
595,ART000595,4551358727171,LG Pain view,DIM1-70,ami,DIM2-45,sure,Géant,Téléphonie,chemin,those,stand,droite,your,sang,presser,36,2023-06-09,1735.99,1359.1,CAT039
596,ART000596,7583336477041,LG Yaourt entretenir,DIM1-9,sept,DIM2-68,sommet,Leoni AG,Téléphonie,juger,printemps,agency,reculer,mien,juger,store,38,2023-01-31,1639.74,1104.24,CAT035
597,ART000597,1231905772047,Nestlé Smartphone attorney,DIM1-82,avenir,DIM2-65,road,Senia,Électronique,black,davantage,hot,relation,banc,send,bit,3,2023-04-23,1241.37,937.49,CAT024
598,ART000598,8709872649639,Bosch Lampe désir,DIM1-93,bar,DIM2-9,thousand,STB,Bébé & Enfant,student,différent,address,there,depuis,black,quinze,25,2023-01-28,1050.52,791.2,CAT032
599,ART000599,4686163070287,L'Oréal Machine à laver list,DIM1-37,avec,DIM2-42,armée,UTIC,Librairie,savoir,state,menacer,set,bleu,debate,of,15,2023-01-08,197.03,120.85,CAT043
600,ART000600,7795001732595,LG Machine à laver année,DIM1-5,direction,DIM2-26,behind,Yazaki Tunisia,Jouets,arme,Congress,certainement,du,others,prévenir,usually,25,2024-05-23,202.01,147.13,CAT037
601,ART000601,7221045461714,Nivea Chaussures réflexion,DIM1-63,pièce,DIM2-68,parvenir,Arab Tunisian Bank,Maroquinerie,follow,montrer,courage,gloire,tough,devoir,charge,33,2024-05-18,102.93,74.23,CAT015
602,ART000602,0252394120943,Samsung Télévision site,DIM1-27,subject,DIM2-84,use,Attijari Bank,Hygiène,mal,éclairer,nom,four,enfin,peser,bar,60,2024-04-13,1603.03,1077.53,CAT004
603,ART000603,8024559851601,IKEA Thé chemin,DIM1-48,révolution,DIM2-91,honte,Délice Danone,Parfumerie,dent,now,sometimes,significant,especially,only,strong,35,2023-04-09,1060.4,651.17,CAT047
604,ART000604,7600884474084,Apple Stylo oreille,DIM1-28,respect,DIM2-67,rêve,Yazaki Tunisia,Cosmétiques,porte,president,cas,first,autorité,own,mer,93,2024-10-09,465.88,297.18,CAT025
605,ART000605,5348486470821,Nivea Shampoing enfant,DIM1-32,from,DIM2-73,lay,One Tech Group,Chaussures,couvrir,demain,dehors,portier,ah,weight,ability,96,2024-08-14,1118.49,694.7,CAT048
606,ART000606,0000886346735,L'Oréal Eau signer,DIM1-46,absolument,DIM2-87,commencement,Modern Leasing,Informatique,by,success,ancien,masse,épais,veille,defense,14,2024-07-30,337.78,239.82,CAT012
607,ART000607,9060854818672,Bosch Shampoing important,DIM1-85,assez,DIM2-21,ancien,STB,Parfumerie,return,étranger,by,etc,beautiful,puis,hiver,57,2024-05-29,1867.37,1325.86,CAT021
608,ART000608,4582942034016,Coca-Cola Cahier Democrat,DIM1-48,sound,DIM2-53,flamme,UTIC,Librairie,item,paraître,how,federal,travel,lay,choose,78,2023-03-16,485.24,311.91,CAT035
609,ART000609,8240281822386,Danone Yaourt pick,DIM1-33,ability,DIM2-47,menacer,Modern Leasing,Téléphonie,arbre,month,pousser,risk,west,père,lien,51,2023-11-16,5.39,4.29,CAT003
610,ART000610,2357004129182,Samsung Fromage relever,DIM1-67,both,DIM2-18,venir,Carrefour Tunisie,Alimentation,writer,souffrir,sourire,half,frais,building,bas,39,2024-04-12,1968.87,1518.28,CAT014
611,ART000611,3046600128383,Nestlé Smartphone passion,DIM1-89,appel,DIM2-36,descendre,STB,Bijouterie,compter,authority,behind,appel,your,activity,simply,72,2023-12-05,1143.48,721.47,CAT037
612,ART000612,3446042276343,Nike Ordinateur that,DIM1-46,chercher,DIM2-20,installer,Leoni AG,Sport & Loisirs,accuser,money,habiller,through,face,juste,because,47,2023-11-15,1779.8,1150.82,CAT016
613,ART000613,2512726708668,Apple Stylo worry,DIM1-74,work,DIM2-52,claim,Amen Bank,Électroménager,finir,sombre,usually,together,Mrs,street,material,94,2024-10-06,159.02,120.63,CAT021
614,ART000614,2903500618486,Nike Chaise fish,DIM1-89,composer,DIM2-90,haut,Amen Bank,Cosmétiques,task,gros,gros,unit,officer,choix,cause,77,2024-09-06,1286.3,959.78,CAT003
615,ART000615,4952549206442,IKEA Pain compagnie,DIM1-11,travailler,DIM2-100,staff,Délice Danone,Librairie,réfléchir,quelque,pencher,absolu,east,down,research,45,2024-01-24,1760.19,1202.75,CAT028
616,ART000616,1884968066402,Coca-Cola Réfrigérateur throw,DIM1-99,chant,DIM2-30,devant,Arab Tunisian Bank,Alimentation,debout,foreign,théâtre,beautiful,étoile,colon,approach,82,2024-04-19,1555.95,950.41,CAT025
617,ART000617,0372186003206,Samsung Shampoing chef,DIM1-41,oil,DIM2-70,cacher,Amen Bank,Vêtements,finir,agir,général,tax,essayer,vers,small,42,2024-04-03,1007.29,635.24,CAT015
618,ART000618,8601625908416,Danone Jus through,DIM1-51,term,DIM2-58,trip,Arab Tunisian Bank,Maroquinerie,will,souhaiter,bruit,ordre,dog,next,voisin,65,2023-01-18,184.72,121.54,CAT028
619,ART000619,2887807279031,LG Chaussures brother,DIM1-17,born,DIM2-44,ahead,SOTUMAG,Jouets,six,they,confiance,troubler,enter,military,raconter,74,2024-01-12,1491.9,1014.25,CAT036
620,ART000620,3076810248083,IKEA Télévision still,DIM1-65,make,DIM2-56,aide,Leoni AG,Vêtements,tendre,relationship,daughter,égal,cultural,commencement,pay,62,2024-09-05,1120.8,761.09,CAT032
621,ART000621,9685746706754,Sony Pain or,DIM1-72,étendre,DIM2-79,same,BIAT,Maison & Jardin,cela,around,monter,than,membre,accompagner,without,32,2023-06-19,147.93,101.48,CAT050
622,ART000622,5084243198392,L'Oréal Jus français,DIM1-12,most,DIM2-15,en,UTIC,Informatique,adresser,while,nous,aider,toward,aucun,chant,47,2024-12-09,699.87,468.15,CAT021
623,ART000623,6758646339537,Samsung Eau oil,DIM1-99,certainement,DIM2-40,imaginer,One Tech Group,Santé,colon,which,kitchen,specific,porte,total,horizon,79,2023-07-11,1644.06,1191.35,CAT029
624,ART000624,5128177512395,Samsung Pantalon southern,DIM1-30,move,DIM2-26,je,Aziza,Vêtements,event,mal,traverser,college,marier,cruel,stop,97,2023-12-04,1458.33,907.77,CAT006
625,ART000625,4677205171079,Sony Ordinateur bas,DIM1-80,can,DIM2-19,if,Carrefour Tunisie,Alimentation,somebody,night,pleurer,embrasser,point,food,quel,44,2024-08-25,1389.12,918.24,CAT008
626,ART000626,7414857260297,Samsung Parfum inspirer,DIM1-43,spend,DIM2-27,reveal,STB,Électroménager,choose,cultural,answer,keep,enough,affaire,read,27,2024-06-14,1095.12,713.72,CAT049
627,ART000627,2713538676255,L'Oréal Parfum empêcher,DIM1-94,seven,DIM2-19,policy,Groupe Poulina,Bébé & Enfant,monter,falloir,perhaps,désespoir,vie,state,star,75,2023-07-21,1812.55,1103.29,CAT034
628,ART000628,5089273961596,Samsung Chaise laugh,DIM1-37,standard,DIM2-26,haute,Arab Tunisian Bank,Sport & Loisirs,user,its,article,month,money,guy,cold,7,2024-10-22,932.6,571.98,CAT001
629,ART000629,9038422736277,Philips Jus détail,DIM1-85,voisin,DIM2-85,descendre,Aziza,Cosmétiques,pluie,chemise,pendre,rather,last,poser,nord,3,2023-02-14,588.53,398.61,CAT042
630,ART000630,2985144869837,Adidas Chaussures maison,DIM1-91,chasser,DIM2-13,particular,Géant,Jouets,écarter,dire,détail,outside,cesser,create,exist,77,2024-10-05,1065.46,681.65,CAT012
631,ART000631,0680177031634,Adidas Pantalon very,DIM1-92,jeu,DIM2-3,après,Délice Danone,Maison & Jardin,past,éclat,naître,cover,whom,however,cinq,68,2023-05-05,613.33,416.25,CAT032
632,ART000632,7638083906549,Samsung Chaise danger,DIM1-45,power,DIM2-88,boy,Aziza,Santé,séparer,compter,school,possible,rassurer,de,meilleur,81,2023-09-28,608.14,398.44,CAT033
633,ART000633,4960266765272,Nivea Ordinateur remercier,DIM1-33,heart,DIM2-50,saisir,Groupe Poulina,Chaussures,evidence,agency,several,présenter,fish,ni,himself,36,2024-10-19,455.04,354.67,CAT022
634,ART000634,2080192902212,LG Jus standard,DIM1-12,us,DIM2-94,soldat,Senia,Bijouterie,fois,occur,route,dernier,juge,étoile,depuis,87,2023-05-11,1226.83,904.55,CAT041
635,ART000635,5102555019355,Sony T-shirt get,DIM1-74,engager,DIM2-20,partner,UTIC,Automobiles,run,son,éteindre,décider,to,métier,satisfaire,78,2023-04-13,661.92,414.6,CAT035
636,ART000636,8059831244123,LG Eau palais,DIM1-75,society,DIM2-70,form,Tunisie Telecom,Vêtements,avenir,couleur,pourtant,decade,pleurer,for,fall,40,2023-02-20,1378.62,1077.96,CAT034
